url,title,price
http://books.toscrape.com/catalogue/the-crossover_398/index.html,The Crossover,£38.77
http://books.toscrape.com/catalogue/orchestra-of-exiles-the-story-of-bronislaw-huberman-the-israel-philharmonic-and-the-one-thousand-jews-he-saved-from-nazi-horrors_337/index.html,"Orchestra of Exiles: The Story of Bronislaw Huberman, the Israel Philharmonic, and the One Thousand Jews He Saved from Nazi Horrors",£12.36
http://books.toscrape.com/catalogue/this-is-your-brain-on-music-the-science-of-a-human-obsession_414/index.html,This Is Your Brain on Music: The Science of a Human Obsession,£38.40
http://books.toscrape.com/catalogue/you-are-what-you-love-the-spiritual-power-of-habit_872/index.html,You Are What You Love: The Spiritual Power of Habit,£21.87
http://books.toscrape.com/catalogue/critique-of-pure-reason_366/index.html,Critique of Pure Reason,£20.75
http://books.toscrape.com/catalogue/run-spot-run-the-ethics-of-keeping-pets_106/index.html,"Run, Spot, Run: The Ethics of Keeping Pets",£20.02
http://books.toscrape.com/catalogue/the-nicomachean-ethics_75/index.html,The Nicomachean Ethics,£36.34
http://books.toscrape.com/catalogue/catherine-the-great-portrait-of-a-woman_424/index.html,Catherine the Great: Portrait of a Woman,£58.55
http://books.toscrape.com/catalogue/and-then-there-were-none_119/index.html,And Then There Were None,£35.01
http://books.toscrape.com/catalogue/in-her-wake_980/index.html,In Her Wake,£12.84
http://books.toscrape.com/catalogue/the-nameless-city-the-nameless-city-1_940/index.html,The Nameless City (The Nameless City #1),£38.16
http://books.toscrape.com/catalogue/animal-farm_313/index.html,Animal Farm,£57.22
http://books.toscrape.com/catalogue/wuthering-heights_307/index.html,Wuthering Heights,£17.73
http://books.toscrape.com/catalogue/the-picture-of-dorian-gray_270/index.html,The Picture of Dorian Gray,£29.70
http://books.toscrape.com/catalogue/the-complete-stories-and-poems-the-works-of-edgar-allan-poe-cameo-edition_238/index.html,The Complete Stories and Poems (The Works of Edgar Allan Poe [Cameo Edition]),£26.78
http://books.toscrape.com/catalogue/the-time-keeper_766/index.html,The Time Keeper,£27.88
http://books.toscrape.com/catalogue/peak-secrets-from-the-new-science-of-expertise_389/index.html,Peak: Secrets from the New Science of Expertise,£16.28
http://books.toscrape.com/catalogue/salt_731/index.html,salt.,£46.78
http://books.toscrape.com/catalogue/quarter-life-poetry-poems-for-the-young-broke-and-hangry_727/index.html,"Quarter Life Poetry: Poems for the Young, Broke and Hangry",£50.89
http://books.toscrape.com/catalogue/out-of-print-city-lights-spotlight-no-14_536/index.html,Out of Print: City Lights Spotlight No. 14,£53.64
http://books.toscrape.com/catalogue/les-fleurs-du-mal_530/index.html,Les Fleurs du Mal,£29.04
http://books.toscrape.com/catalogue/love-is-a-mix-tape-music-1_711/index.html,Love Is a Mix Tape (Music #1),£18.03
http://books.toscrape.com/catalogue/the-stranger_861/index.html,The Stranger,£17.44
http://books.toscrape.com/catalogue/night-sky-with-exit-wounds_822/index.html,Night Sky with Exit Wounds,£41.05
http://books.toscrape.com/catalogue/proofs-of-god-classical-arguments-from-tertullian-to-barth_538/index.html,Proofs of God: Classical Arguments from Tertullian to Barth,£54.21
http://books.toscrape.com/catalogue/kierkegaard-a-christian-missionary-to-christians_527/index.html,Kierkegaard: A Christian Missionary to Christians,£47.13
http://books.toscrape.com/catalogue/maybe-something-beautiful-how-art-transformed-a-neighborhood_386/index.html,Maybe Something Beautiful: How Art Transformed a Neighborhood,£22.54
http://books.toscrape.com/catalogue/the-wild-robot_288/index.html,The Wild Robot,£56.07
http://books.toscrape.com/catalogue/the-thing-about-jellyfish_283/index.html,The Thing About Jellyfish,£48.77
http://books.toscrape.com/catalogue/the-red-tent_273/index.html,The Red Tent,£35.66
http://books.toscrape.com/catalogue/the-lonely-ones_261/index.html,The Lonely Ones,£43.59
http://books.toscrape.com/catalogue/the-metamorphosis_409/index.html,The Metamorphosis,£28.58
http://books.toscrape.com/catalogue/the-pilgrims-progress_353/index.html,The Pilgrim's Progress,£50.26
http://books.toscrape.com/catalogue/the-hound-of-the-baskervilles-sherlock-holmes-5_348/index.html,The Hound of the Baskervilles (Sherlock Holmes #5),£14.82
http://books.toscrape.com/catalogue/little-women-little-women-1_331/index.html,Little Women (Little Women #1),£28.07
http://books.toscrape.com/catalogue/tuesday-nights-in-1980_870/index.html,Tuesday Nights in 1980,£21.04
http://books.toscrape.com/catalogue/sorting-the-beef-from-the-bull-the-science-of-food-fraud-forensics_736/index.html,Sorting the Beef from the Bull: The Science of Food Fraud Forensics,£44.74
http://books.toscrape.com/catalogue/poems-that-make-grown-women-cry_824/index.html,Poems That Make Grown Women Cry,£14.19
http://books.toscrape.com/catalogue/tipping-point-for-planet-earth-how-close-are-we-to-the-edge_643/index.html,Tipping Point for Planet Earth: How Close Are We to the Edge?,£37.55
http://books.toscrape.com/catalogue/diary-of-a-citizen-scientist-chasing-tiger-beetles-and-other-new-ways-of-engaging-the-world_517/index.html,Diary of a Citizen Scientist: Chasing Tiger Beetles and Other New Ways of Engaging the World,£28.41
http://books.toscrape.com/catalogue/the-origin-of-species_499/index.html,The Origin of Species,£10.01
http://books.toscrape.com/catalogue/the-fabric-of-the-cosmos-space-time-and-the-texture-of-reality_572/index.html,"The Fabric of the Cosmos: Space, Time, and the Texture of Reality",£55.91
http://books.toscrape.com/catalogue/the-grand-design_405/index.html,The Grand Design,£13.76
http://books.toscrape.com/catalogue/the-vacationers_863/index.html,The Vacationers,£42.15
http://books.toscrape.com/catalogue/luis-paints-the-world_714/index.html,Luis Paints the World,£53.95
http://books.toscrape.com/catalogue/nap-a-roo_567/index.html,Nap-a-Roo,£25.08
http://books.toscrape.com/catalogue/shrunken-treasures-literary-classics-short-sweet-and-silly_484/index.html,"Shrunken Treasures: Literary Classics, Short, Sweet, and Silly",£52.87
http://books.toscrape.com/catalogue/the-whale_501/index.html,The Whale,£35.96
http://books.toscrape.com/catalogue/raymie-nightingale_482/index.html,Raymie Nightingale,£34.41
http://books.toscrape.com/catalogue/playing-from-the-heart_481/index.html,Playing from the Heart,£32.38
http://books.toscrape.com/catalogue/i-am-a-hero-omnibus-volume-1_898/index.html,I am a Hero Omnibus Volume 1,£54.63
http://books.toscrape.com/catalogue/giant-days-vol-2-giant-days-5-8_895/index.html,"Giant Days, Vol. 2 (Giant Days #5-8)",£22.11
http://books.toscrape.com/catalogue/danganronpa-volume-1_889/index.html,Danganronpa Volume 1,£51.99
http://books.toscrape.com/catalogue/codename-baboushka-volume-1-the-conclave-of-death_887/index.html,"Codename Baboushka, Volume 1: The Conclave of Death",£36.72
http://books.toscrape.com/catalogue/camp-midnight_886/index.html,Camp Midnight,£17.08
http://books.toscrape.com/catalogue/the-constant-princess-the-tudor-court-1_493/index.html,The Constant Princess (The Tudor Court #1),£16.62
http://books.toscrape.com/catalogue/the-secret-garden_413/index.html,The Secret Garden,£15.08
http://books.toscrape.com/catalogue/the-regional-office-is-under-attack_858/index.html,The Regional Office Is Under Attack!,£51.36
http://books.toscrape.com/catalogue/aristotle-and-dante-discover-the-secrets-of-the-universe-aristotle-and-dante-discover-the-secrets-of-the-universe-1_663/index.html,Aristotle and Dante Discover the Secrets of the Universe (Aristotle and Dante Discover the Secrets of the Universe #1),£58.14
http://books.toscrape.com/catalogue/the-epidemic-the-program-06_636/index.html,The Epidemic (The Program 0.6),£14.44
http://books.toscrape.com/catalogue/stars-above-the-lunar-chronicles-45_632/index.html,Stars Above (The Lunar Chronicles #4.5),£48.05
http://books.toscrape.com/catalogue/bridget-joness-diary-bridget-jones-1_10/index.html,Bridget Jones's Diary (Bridget Jones #1),£29.82
http://books.toscrape.com/catalogue/the-edge-of-reason-bridget-jones-2_63/index.html,The Edge of Reason (Bridget Jones #2),£19.18
http://books.toscrape.com/catalogue/the-invention-of-wings_448/index.html,The Invention of Wings,£37.34
http://books.toscrape.com/catalogue/catching-jordan-hundred-oaks_673/index.html,Catching Jordan (Hundred Oaks),£50.83
http://books.toscrape.com/catalogue/immunity-how-elie-metchnikoff-changed-the-course-of-modern-medicine_900/index.html,Immunity: How Elie Metchnikoff Changed the Course of Modern Medicine,£57.36
http://books.toscrape.com/catalogue/the-white-cat-and-the-monk-a-retelling-of-the-poem-pangur-ban_865/index.html,The White Cat and the Monk: A Retelling of the Poem “Pangur Bán”,£58.08
http://books.toscrape.com/catalogue/little-red_817/index.html,Little Red,£13.47
http://books.toscrape.com/catalogue/rain-fish_728/index.html,Rain Fish,£23.57
http://books.toscrape.com/catalogue/twenty-yawns_773/index.html,Twenty Yawns,£22.08
http://books.toscrape.com/catalogue/walt-disneys-alice-in-wonderland_777/index.html,Walt Disney's Alice in Wonderland,£12.96
http://books.toscrape.com/catalogue/once-was-a-time_724/index.html,Once Was a Time,£18.28
http://books.toscrape.com/catalogue/world-without-end-the-pillars-of-the-earth-2_420/index.html,World Without End (The Pillars of the Earth #2),£32.97
http://books.toscrape.com/catalogue/the-passion-of-dolssa_351/index.html,The Passion of Dolssa,£28.32
http://books.toscrape.com/catalogue/mrs-houdini_821/index.html,Mrs. Houdini,£30.25
http://books.toscrape.com/catalogue/the-marriage-of-opposites_759/index.html,The Marriage of Opposites,£28.08
http://books.toscrape.com/catalogue/glory-over-everything-beyond-the-kitchen-house_696/index.html,Glory over Everything: Beyond The Kitchen House,£45.84
http://books.toscrape.com/catalogue/love-lies-and-spies_622/index.html,"Love, Lies and Spies",£20.55
http://books.toscrape.com/catalogue/a-paris-apartment_612/index.html,A Paris Apartment,£39.01
http://books.toscrape.com/catalogue/lilac-girls_597/index.html,Lilac Girls,£17.28
http://books.toscrape.com/catalogue/outcast-vol-1-a-darkness-surrounds-him-outcast-1_915/index.html,"Outcast, Vol. 1: A Darkness Surrounds Him (Outcast #1)",£15.44
http://books.toscrape.com/catalogue/orange-the-complete-collection-1-orange-the-complete-collection-1_914/index.html,orange: The Complete Collection 1 (orange: The Complete Collection #1),£48.41
http://books.toscrape.com/catalogue/the-nanny-diaries-nanny-1_265/index.html,The Nanny Diaries (Nanny #1),£52.53
http://books.toscrape.com/catalogue/the-devil-wears-prada-the-devil-wears-prada-1_243/index.html,The Devil Wears Prada (The Devil Wears Prada #1),£44.29
http://books.toscrape.com/catalogue/something-borrowed-darcy-rachel-1_224/index.html,Something Borrowed (Darcy & Rachel #1),£48.96
http://books.toscrape.com/catalogue/wild-swans_782/index.html,Wild Swans,£14.36
http://books.toscrape.com/catalogue/the-undomestic-goddess_286/index.html,The Undomestic Goddess,£45.75
http://books.toscrape.com/catalogue/something-blue-darcy-rachel-2_223/index.html,Something Blue (Darcy & Rachel #2),£54.62
http://books.toscrape.com/catalogue/ive-got-your-number_173/index.html,I've Got Your Number,£19.69
http://books.toscrape.com/catalogue/until-friday-night-the-field-party-1_775/index.html,Until Friday Night (The Field Party #1),£46.31
http://books.toscrape.com/catalogue/this-is-where-it-ends_771/index.html,This Is Where It Ends,£27.12
http://books.toscrape.com/catalogue/the-darkest-lie_747/index.html,The Darkest Lie,£35.35
http://books.toscrape.com/catalogue/my-kind-of-crazy_718/index.html,My Kind of Crazy,£40.36
http://books.toscrape.com/catalogue/lumberjanes-vol-1-beware-the-kitten-holy-lumberjanes-1-4_906/index.html,"Lumberjanes, Vol. 1: Beware the Kitten Holy (Lumberjanes #1-4)",£45.61
http://books.toscrape.com/catalogue/dont-get-caught_687/index.html,Don't Get Caught,£55.35
http://books.toscrape.com/catalogue/lumberjanes-vol-3-a-terrible-plan-lumberjanes-9-12_905/index.html,Lumberjanes Vol. 3: A Terrible Plan (Lumberjanes #9-12),£19.92
http://books.toscrape.com/catalogue/lumberjanes-vol-2-friendship-to-the-max-lumberjanes-5-8_907/index.html,"Lumberjanes, Vol. 2: Friendship to the Max (Lumberjanes #5-8)",£46.91
http://books.toscrape.com/catalogue/i-hate-fairyland-vol-1-madly-ever-after-i-hate-fairyland-compilations-1-5_899/index.html,"I Hate Fairyland, Vol. 1: Madly Ever After (I Hate Fairyland (Compilations) #1-5)",£29.17
http://books.toscrape.com/catalogue/princess-jellyfish-2-in-1-omnibus-vol-01-princess-jellyfish-2-in-1-omnibus-1_920/index.html,"Princess Jellyfish 2-in-1 Omnibus, Vol. 01 (Princess Jellyfish 2-in-1 Omnibus #1)",£13.61
http://books.toscrape.com/catalogue/pop-gun-war-volume-1-gift_918/index.html,"Pop Gun War, Volume 1: Gift",£18.97
http://books.toscrape.com/catalogue/patience_916/index.html,Patience,£10.16
http://books.toscrape.com/catalogue/what-happened-on-beale-street-secrets-of-the-south-mysteries-2_506/index.html,What Happened on Beale Street (Secrets of the South Mysteries #2),£25.37
http://books.toscrape.com/catalogue/the-bachelor-girls-guide-to-murder-herringford-and-watts-mysteries-1_491/index.html,The Bachelor Girl's Guide to Murder (Herringford and Watts Mysteries #1),£52.30
http://books.toscrape.com/catalogue/delivering-the-truth-quaker-midwife-mystery-1_464/index.html,Delivering the Truth (Quaker Midwife Mystery #1),£20.89
http://books.toscrape.com/catalogue/a-flight-of-arrows-the-pathfinders-2_876/index.html,A Flight of Arrows (The Pathfinders #2),£55.53
http://books.toscrape.com/catalogue/meternity_478/index.html,Meternity,£43.58
http://books.toscrape.com/catalogue/some-women_341/index.html,Some Women,£13.73
http://books.toscrape.com/catalogue/shopaholic-ties-the-knot-shopaholic-3_340/index.html,Shopaholic Ties the Knot (Shopaholic #3),£48.39
http://books.toscrape.com/catalogue/burning_884/index.html,Burning,£28.81
http://books.toscrape.com/catalogue/forever-and-forever-the-courtship-of-henry-longfellow-and-fanny-appleton_894/index.html,Forever and Forever: The Courtship of Henry Longfellow and Fanny Appleton,£29.69
http://books.toscrape.com/catalogue/a-fierce-and-subtle-poison_875/index.html,A Fierce and Subtle Poison,£28.13
http://books.toscrape.com/catalogue/scarlett-epstein-hates-it-here_828/index.html,Scarlett Epstein Hates It Here,£43.55
http://books.toscrape.com/catalogue/nightingale-sing_823/index.html,"Nightingale, Sing",£38.28
http://books.toscrape.com/catalogue/library-of-souls-miss-peregrines-peculiar-children-3_816/index.html,Library of Souls (Miss Peregrine’s Peculiar Children #3),£48.56
http://books.toscrape.com/catalogue/grey-fifty-shades-4_592/index.html,Grey (Fifty Shades #4),£48.49
http://books.toscrape.com/catalogue/frostbite-vampire-academy-2_810/index.html,Frostbite (Vampire Academy #2),£29.99
http://books.toscrape.com/catalogue/can-you-keep-a-secret_315/index.html,Can You Keep a Secret?,£21.94
http://books.toscrape.com/catalogue/the-house-by-the-lake_846/index.html,The House by the Lake,£36.95
http://books.toscrape.com/catalogue/twenties-girl_292/index.html,Twenties Girl,£42.80
http://books.toscrape.com/catalogue/girl-with-a-pearl-earring_322/index.html,Girl With a Pearl Earring,£26.77
http://books.toscrape.com/catalogue/voyager-outlander-3_299/index.html,Voyager (Outlander #3),£21.07
http://books.toscrape.com/catalogue/murder-at-the-42nd-street-library-raymond-ambler-1_624/index.html,Murder at the 42nd Street Library (Raymond Ambler #1),£54.36
http://books.toscrape.com/catalogue/most-wanted_623/index.html,Most Wanted,£35.28
http://books.toscrape.com/catalogue/hide-away-eve-duncan-20_620/index.html,Hide Away (Eve Duncan #20),£11.84
http://books.toscrape.com/catalogue/boar-island-anna-pigeon-19_613/index.html,Boar Island (Anna Pigeon #19),£59.48
http://books.toscrape.com/catalogue/playing-with-fire_602/index.html,Playing with Fire,£13.71
http://books.toscrape.com/catalogue/the-widow_609/index.html,The Widow,£27.26
http://books.toscrape.com/catalogue/finders-keepers-bill-hodges-trilogy-2_807/index.html,Finders Keepers (Bill Hodges Trilogy #2),£53.53
http://books.toscrape.com/catalogue/gone-with-the-wind_324/index.html,Gone with the Wind,£32.49
http://books.toscrape.com/catalogue/the-matchmakers-playbook-wingmen-inc-1_850/index.html,The Matchmaker's Playbook (Wingmen Inc. #1),£55.85
http://books.toscrape.com/catalogue/the-hook-up-game-on-1_68/index.html,The Hook Up (Game On #1),£36.29
http://books.toscrape.com/catalogue/shameless_52/index.html,Shameless,£58.35
http://books.toscrape.com/catalogue/obsidian-lux-1_911/index.html,Obsidian (Lux #1),£14.86
http://books.toscrape.com/catalogue/dark-lover-black-dagger-brotherhood-1_319/index.html,Dark Lover (Black Dagger Brotherhood #1),£12.87
http://books.toscrape.com/catalogue/changing-the-game-play-by-play-2_317/index.html,Changing the Game (Play by Play #2),£13.38
http://books.toscrape.com/catalogue/i-had-a-nice-time-and-other-lies-how-to-find-love-sht-like-that_814/index.html,I Had a Nice Time And Other Lies...: How to find love & sh*t like that,£57.36
http://books.toscrape.com/catalogue/the-perfect-play-play-by-play-1_352/index.html,The Perfect Play (Play by Play #1),£59.99
http://books.toscrape.com/catalogue/will-you-wont-you-want-me_644/index.html,Will You Won't You Want Me?,£13.86
http://books.toscrape.com/catalogue/keep-me-posted_594/index.html,Keep Me Posted,£20.46
http://books.toscrape.com/catalogue/the-last-painting-of-sara-de-vos_259/index.html,The Last Painting of Sara de Vos,£55.55
http://books.toscrape.com/catalogue/the-guernsey-literary-and-potato-peel-pie-society_253/index.html,The Guernsey Literary and Potato Peel Pie Society,£49.53
http://books.toscrape.com/catalogue/girl-in-the-blue-coat_160/index.html,Girl in the Blue Coat,£46.83
http://books.toscrape.com/catalogue/rework_212/index.html,Rework,£44.88
http://books.toscrape.com/catalogue/candide_316/index.html,Candide,£58.63
http://books.toscrape.com/catalogue/the-last-mile-amos-decker-2_754/index.html,The Last Mile (Amos Decker #2),£54.21
http://books.toscrape.com/catalogue/that-darkness-gardiner-and-renner-1_743/index.html,That Darkness (Gardiner and Renner #1),£13.92
http://books.toscrape.com/catalogue/tastes-like-fear-di-marnie-rome-3_742/index.html,Tastes Like Fear (DI Marnie Rome #3),£10.69
http://books.toscrape.com/catalogue/a-time-of-torment-charlie-parker-14_657/index.html,A Time of Torment (Charlie Parker #14),£48.35
http://books.toscrape.com/catalogue/a-study-in-scarlet-sherlock-holmes-1_656/index.html,A Study in Scarlet (Sherlock Holmes #1),£16.73
http://books.toscrape.com/catalogue/poisonous-max-revere-novels-3_627/index.html,Poisonous (Max Revere Novels #3),£26.80
http://books.toscrape.com/catalogue/take-me-home-tonight-rock-star-romance-3_605/index.html,Take Me Home Tonight (Rock Star Romance #3),£53.98
http://books.toscrape.com/catalogue/a-distant-mirror-the-calamitous-14th-century_652/index.html,A Distant Mirror: The Calamitous 14th Century,£14.58
http://books.toscrape.com/catalogue/off-the-hook-fishing-for-trouble-1_601/index.html,Off the Hook (Fishing for Trouble #1),£47.67
http://books.toscrape.com/catalogue/a-gentlemans-position-society-of-gentlemen-3_584/index.html,A Gentleman's Position (Society of Gentlemen #3),£14.75
http://books.toscrape.com/catalogue/sit-stay-love_486/index.html,"Sit, Stay, Love",£20.90
http://books.toscrape.com/catalogue/off-sides-off-1_38/index.html,Off Sides (Off #1),£39.45
http://books.toscrape.com/catalogue/a-girls-guide-to-moving-on-new-beginnings-2_359/index.html,A Girl's Guide to Moving On (New Beginnings #2),£31.30
http://books.toscrape.com/catalogue/searching-for-meaning-in-gailana_648/index.html,Searching for Meaning in Gailana,£38.73
http://books.toscrape.com/catalogue/the-star-touched-queen_642/index.html,The Star-Touched Queen,£32.30
http://books.toscrape.com/catalogue/a-shard-of-ice-the-black-symphony-saga-1_558/index.html,A Shard of Ice (The Black Symphony Saga #1),£56.63
http://books.toscrape.com/catalogue/dirty-dive-bar-1_615/index.html,Dirty (Dive Bar #1),£40.83
http://books.toscrape.com/catalogue/quench-your-own-thirst-business-lessons-learned-over-a-beer-or-two_629/index.html,Quench Your Own Thirst: Business Lessons Learned Over a Beer or Two,£43.14
http://books.toscrape.com/catalogue/the-art-of-startup-fundraising_606/index.html,The Art of Startup Fundraising,£21.00
http://books.toscrape.com/catalogue/born-for-this-how-to-find-the-work-you-were-meant-to-do_588/index.html,Born for This: How to Find the Work You Were Meant to Do,£21.59
http://books.toscrape.com/catalogue/the-e-myth-revisited-why-most-small-businesses-dont-work-and-what-to-do-about-it_545/index.html,The E-Myth Revisited: Why Most Small Businesses Don't Work and What to Do About It,£36.91
http://books.toscrape.com/catalogue/rich-dad-poor-dad_483/index.html,"Rich Dad, Poor Dad",£51.74
http://books.toscrape.com/catalogue/a-murder-in-time_877/index.html,A Murder in Time,£16.64
http://books.toscrape.com/catalogue/the-murder-of-roger-ackroyd-hercule-poirot-4_852/index.html,The Murder of Roger Ackroyd (Hercule Poirot #4),£44.10
http://books.toscrape.com/catalogue/brilliant-beacons-a-history-of-the-american-lighthouse_515/index.html,Brilliant Beacons: A History of the American Lighthouse,£11.45
http://books.toscrape.com/catalogue/the-lean-startup-how-todays-entrepreneurs-use-continuous-innovation-to-create-radically-successful-businesses_260/index.html,The Lean Startup: How Today's Entrepreneurs Use Continuous Innovation to Create Radically Successful Businesses,£33.92
http://books.toscrape.com/catalogue/the-mistake-off-campus-2_851/index.html,The Mistake (Off-Campus #2),£43.29
http://books.toscrape.com/catalogue/kings-folly-the-kinsman-chronicles-1_473/index.html,King's Folly (The Kinsman Chronicles #1),£39.61
http://books.toscrape.com/catalogue/1491-new-revelations-of-the-americas-before-columbus_650/index.html,1491: New Revelations of the Americas Before Columbus,£21.80
http://books.toscrape.com/catalogue/most-blessed-of-the-patriarchs-thomas-jefferson-and-the-empire-of-the-imagination_509/index.html,"""Most Blessed of the Patriarchs"": Thomas Jefferson and the Empire of the Imagination",£44.48
http://books.toscrape.com/catalogue/island-of-dragons-unwanteds-7_705/index.html,Island of Dragons (Unwanteds #7),£29.65
http://books.toscrape.com/catalogue/demigods-magicians-percy-and-annabeth-meet-the-kanes-percy-jackson-kane-chronicles-crossover-1-3_685/index.html,Demigods & Magicians: Percy and Annabeth Meet the Kanes (Percy Jackson & Kane Chronicles Crossover #1-3),£37.51
http://books.toscrape.com/catalogue/city-of-glass-the-mortal-instruments-3_678/index.html,City of Glass (The Mortal Instruments #3),£56.02
